node,degree
2319,3
2808,4
4713,8
21769,6
2320,9
2446,9
14358,9
20040,7
21840,16
7215,17
7836,11
12295,4
12318,6
19623,7
8996,16
11473,3
14377,1
17862,12
11875,2
9095,10
11124,4
2326,3
2327,1
2328,13
2334,2
7375,12
8155,7
10849,10
12118,11
15324,2
21269,26
2329,6
4821,15
4871,4
2330,9
4365,4
7959,3
10604,4
10929,11
11768,12
18132,3
4641,7
5219,7
10973,3
18144,7
21660,7
21911,9
2333,5
15160,5
15707,9
2335,2
12803,2
2337,6
7419,12
8979,5
15710,5
2338,2
4446,16
6567,9
2341,5
2342,3
19704,3
22729,3
2379,4
3010,2
3408,13
3489,1
3819,10
4364,16
4595,3
4997,2
5112,1
5599,3
9032,2
9335,10
14658,7
14673,1
14678,9
16636,1
16637,2
17192,3
17498,12
19108,16
19658,6
2344,7
8387,15
11720,8
16104,7
20779,7
21994,7
2345,1
2346,2
19652,10
2347,1
9939,2
4387,12
7153,8
14022,10
16147,3
16692,13
16871,8
16975,8
17358,6
16295,7
2351,4
10621,25
18915,6
2352,1
2354,9
10254,11
12223,7
13259,22
14046,44
14325,4
22438,12
2355,4
3982,11
7803,4
14019,4
20006,8
2356,3
13013,7
17299,7
22064,3
2358,5
19205,13
22023,3
2359,1
9736,15
5942,3
7160,3
7511,6
8223,27
8695,21
16068,14
2361,7
5358,13
8578,13
18057,7
19596,7
19939,13
2362,1
19499,3
2365,2
16913,2
2366,8
3061,19
3378,13
12132,5
17278,8
2368,3
13219,3
15963,3
2369,2
10660,2
9444,2
15695,2
2371,10
12607,21
22872,18
2389,11
22242,9
2375,7
4812,8
6237,3
12024,5
13655,3
16184,2
17450,3
17782,2
2376,22
3860,15
5847,2
12572,14
15269,8
17892,79
2377,2
6455,2
20207,2
2378,7
4345,4
4636,6
4637,1
8035,6
19940,2
15243,2
22560,19
2380,2
7216,3
2381,3
4350,7
20488,3
2382,2
5295,2
7795,2
2384,4
8905,9
2385,2
9262,11
10994,6
12988,6
2390,6
5394,3
12659,6
21237,7
21401,8
21570,6
10026,2
10893,2
12300,2
15996,9
18370,4
19780,1
2392,2
9107,2
12045,2
2393,5
11299,35
15762,10
20366,3
20368,1
2394,5
8902,2
9667,2
14554,2
15238,2
4265,1
9766,11
12109,5
19630,4
2397,2
14148,1
16746,3
12847,15
2399,25
5646,21
5721,15
6754,8
8727,15
12296,25
12568,15
12652,9
17296,3
19667,6
21307,15
2400,10
5016,13
2402,8
3165,5
3468,8
3574,5
4849,4
8938,28
13290,4
11402,3
20736,2
2404,8
5750,1
11945,5
12602,5
2405,2
2630,4
6722,2
14531,5
14967,4
21757,2
2410,8
5625,5
11381,3
15988,4
17018,3
19977,12
20017,5
20546,3
3477,18
10005,7
2413,1
9940,3
11765,3
11900,3
13839,23
2417,5
3988,10
5853,5
22073,5
22319,22
2419,4
5082,6
6252,4
9489,4
17767,4
2420,1
17047,1
16409,1
5379,1
14912,8
2423,2
2424,1
2426,2
14425,2
14901,9
2427,1
21199,3
15342,4
3723,9
5534,7
6519,7
7853,8
8579,14
9833,4
10073,15
10434,3
10959,4
10969,8
11278,7
16406,4
17045,7
17484,4
22511,7
11312,4
12566,5
13097,4
14448,2
16743,5
22764,2
2432,8
2710,8
4714,9
4905,8
8430,8
12788,8
12925,8
2436,6
2997,5
4240,6
10873,7
12928,1
16281,5
2437,3
7999,5
18313,3
4771,6
5484,8
9369,4
19176,9
19660,13
20907,13
2440,12
6468,6
8374,14
19599,11
20112,6
20618,18
6680,11
9387,29
9904,5
10371,9
10731,5
11988,17
12947,5
13407,11
13519,7
14084,11
14644,24
16969,21
19160,5
20450,5
20923,5
21741,5
23099,4
2442,5
2575,5
7394,8
10732,5
22046,12
2444,7
5807,3
11388,5
11956,3
2448,4
3113,7
17506,18
19043,24
2453,1
19973,11
2474,3
3148,3
16384,12
20211,2
3901,1
3905,6
7176,9
7694,22
8443,14
13694,10
16032,2
16468,5
2459,2
2460,14
9763,29
16403,14
21060,14
10995,3
11039,3
17232,18
18419,2
19930,8
2462,2
14316,9
16792,3
2463,18
4005,9
5953,2
7729,9
10373,12
12867,12
14584,27
17010,39
18250,9
18399,2
22076,9
2464,3
8003,3
19292,15
21736,5
9138,16
21021,6
2466,4
8987,3
15794,7
2468,1
9054,1
2910,20
14201,6
19795,6
2470,1
13175,9
2471,2
11715,34
2797,2
7867,1
12216,2
15373,2
15989,2
16544,1
2473,2
8543,2
10054,2
2476,1
2477,12
8369,12
11458,12
15189,12
19876,12
19893,30
20563,12
22011,15
22333,12
22878,12
2479,3
2658,2
7564,1
10268,4
2481,12
10336,9
16075,7
20610,3
2493,6
3447,45
12533,2
13604,22
15034,7
2487,6
19332,14
19750,7
4691,3
17422,22
22069,3
6752,12
2492,1
9310,4
18508,4
5973,10
7677,4
8743,15
10834,10
11040,10
12373,10
14113,21
15266,4
16798,10
19764,8
22422,8
22613,17
2495,2
7449,9
2497,4
15907,25
22781,9
2498,1
2500,3
16939,13
17361,11
21375,3
2501,5
5083,7
2503,1
2504,9
6552,9
9111,7
11172,4
15869,4
16157,4
16709,6
19588,8
11944,9
12778,9
13706,9
2506,3
10896,12
15729,3
3907,3
8793,7
14544,3
15135,4
22311,3
2511,3
3038,13
2512,2
7415,2
2513,1
11696,4
2514,12
4827,13
13772,9
14389,8
17148,16
20742,4
21594,8
4178,9
5196,5
7480,3
7778,10
8188,12
13204,14
19224,15
22741,10
2516,3
4412,3
21447,5
4000,14
6844,6
11758,12
12364,6
14335,3
15606,12
20409,10
21744,26
2520,9
3173,11
5659,9
9718,9
22266,9
6727,5
8352,10
8972,1
9160,4
10058,4
12895,5
18869,13
20724,5
2522,2
8631,1
22239,12
2525,2
6788,2
12661,2
2528,2
2530,8
4979,3
5215,9
9153,5
11537,35
19573,3
21861,15
2531,1
18685,1
2532,1
2534,8
4290,12
22180,8
2535,6
6264,6
7536,6
17152,6
2537,10
5314,10
5325,18
12384,10
12446,10
16220,10
18919,10
19720,10
22018,10
2538,3
16520,21
2539,2
16122,3
5313,8
13892,6
22854,6
2542,7
18677,11
21166,6
22400,7
22630,7
2544,12
3614,24
4236,12
5347,12
7967,12
9451,12
11161,12
13399,12
13955,12
16822,12
21844,12
2545,2
7551,4
22101,8
2546,3
5676,3
6509,3
2547,7
21154,7
2548,1
16372,1
2549,7
7324,7
13743,11
16002,10
20750,18
2550,3
14542,3
18893,3
2551,2
16713,2
2552,5
6668,5
12063,10
15725,10
19580,7
2553,3
4877,7
7703,7
19187,3
5129,11
5626,18
10934,7
13944,13
14996,6
16063,8
19752,7
22487,13
2558,1
7989,5
2559,3
2560,4
2561,8
16803,11
2562,4
12093,2
2563,3
20553,2
21897,15
2564,7
7224,14
8397,7
10641,36
12887,7
13023,7
18058,7
18183,26
2565,3
9535,4
2568,7
2798,24
11624,14
22265,14
2569,1
15910,1
2571,9
6739,9
10174,9
10750,9
10931,9
11999,9
13516,9
18054,16
18562,9
2572,3
6853,3
7357,6
20334,6
2574,3
11692,1
17408,2
18639,2
2576,3
16449,4
2577,3
13628,3
2578,10
6664,19
7323,6
9327,6
10333,2
10344,6
13486,4
16202,6
22501,6
2579,8
4209,3
6267,8
6845,7
10569,16
13656,9
2581,2
2582,2
13575,2
2583,5
10963,10
2584,3
9671,3
20627,4
20628,3
3871,13
4074,2
4786,9
8185,3
10656,4
10665,5
22065,5
5741,5
7937,12
2589,4
4474,4
7273,4
18116,4
2590,3
2591,7
7797,15
18362,4
19496,9
3865,19
10754,9
21356,8
6806,6
6814,9
12698,9
15267,7
8754,4
9922,7
11915,7
2596,4
6233,9
13364,17
17792,23
20754,10
22923,10
4214,22
5734,15
5861,15
6259,7
9524,7
9646,6
12035,6
12288,6
17588,6
18887,7
19139,6
20917,7
22732,15
2599,2
2600,9
4102,2
4104,2
4576,2
5766,5
10859,9
12164,5
22179,7
22680,38
2601,4
15792,12
17590,9
19825,4
21688,9
2602,7
4566,7
7811,12
21038,18
22381,25
17073,5
19608,1
6639,3
11773,10
23052,3
2605,4
2767,7
9746,4
13584,4
14711,7
2607,2
11634,4
17516,4
21284,4
2610,6
2612,1
4481,15
6950,4
10396,6
16458,3
16766,4
17486,2
18726,4
23083,5
2614,1
2615,6
3041,4
6423,6
2616,4
14729,10
21121,4
21950,4
2617,3
6666,3
16451,16
2619,5
4221,5
16918,11
2621,5
10580,12
11075,13
2622,3
18790,5
2623,5
3318,4
6663,4
18079,5
20591,1
2624,9
4316,12
12514,9
14983,9
17742,9
19188,12
2627,2
3042,12
2628,2
17568,36
16225,2
18997,2
3830,2
8927,7
9372,6
10682,3
14587,9
18004,1
22749,10
2633,2
10337,2
16794,2
2634,2
2635,3
8661,3
12442,3
3075,15
3415,15
5511,7
5789,16
12128,14
13335,16
13481,9
14716,9
15465,10
20876,14
2640,13
4451,2
4605,5
7100,6
9360,6
10117,6
12022,2
12023,2
12114,8
15116,6
16425,7
22842,6
2641,4
9202,4
12889,4
2642,3
3002,1
19748,2
2644,3
9529,8
15236,8
3149,2
15555,2
11249,8
2647,4
4385,5
4646,3
6602,3
15884,3
16659,7
16760,4
19275,5
21464,6
5136,2
7364,2
18483,4
5135,3
5986,4
12227,1
15655,2
20432,2
2653,2
4469,11
4739,3
6780,9
11063,8
11355,3
18154,15
23131,9
6542,10
16382,1
3606,12
13640,3
21535,6
2663,4
7400,4
11850,4
2665,1
17944,1
3448,14
4578,5
5949,4
8488,6
10093,8
10170,1
12554,3
14341,4
17172,3
17479,4
18145,8
2668,2
19782,4
2670,5
2678,5
6750,5
2671,3
13383,26
16277,15
2672,7
3072,14
13657,11
6354,7
6661,1
7497,11
14747,13
21937,13
22341,28
2674,4
9928,4
2675,2
2676,1
2677,3
11549,25
13827,13
22974,14
2679,6
4957,11
9279,3
17800,7
21309,3
13539,4
2683,2
2686,1
12403,3
2688,2
4391,2
6357,2
2692,1
10197,21
2694,6
5436,12
8452,6
11002,9
13769,8
18281,6
22833,6
2695,1
13529,5
4700,2
2699,2
12232,4
2700,5
3507,8
3940,4
6147,9
8508,9
20911,4
2701,3
11485,3
17811,3
18149,3
3751,3
2706,7
8149,9
8344,11
12219,12
15389,7
17175,7
20730,7
21796,16
2707,4
13352,4
2709,1
2711,5
9449,5
20855,5
3112,2
3486,2
6286,7
6830,2
6960,3
7806,12
13748,4
13852,1
15756,3
16060,2
17770,7
22573,17
8571,8
18131,6
20808,4
17567,3
2716,1
2717,8
8136,8
10208,8
11762,8
18541,8
19459,8
15654,4
19883,6
5323,3
20607,8
21122,3
2720,2
15489,10
5039,3
8323,2
9257,14
2724,1
2725,4
13111,12
19041,15
2726,3
6595,3
16215,3
22379,3
2727,2
14908,5
18533,3
21192,24
2729,2
14980,4
21023,2
2730,1
10552,1
19438,4
2732,2
5685,11
2733,8
8561,8
10260,8
12043,8
12650,8
15100,8
15101,14
23119,8
2736,2
11936,4
2737,2
22295,13
2738,2
13959,2
2739,1
2740,3
2741,12
2742,12
3128,12
18928,12
21815,49
2744,6
4380,10
5546,7
12702,6
2745,5
6815,15
13790,5
14529,28
2746,7
7228,2
7233,3
7002,10
13980,14
16344,13
16786,2
17307,6
2748,3
13050,1
14573,3
19614,2
20348,1
21057,1
2752,3
15757,6
17193,7
20414,3
2753,2
6874,2
17393,3
7030,2
3008,13
5754,7
6818,7
7241,7
17051,12
2758,2
4310,2
2759,2
6609,8
2760,2
3009,2
10043,2
2761,1
17024,20
20751,4
21091,3
2764,3
16673,8
22800,11
2765,10
3127,4
3981,11
4358,4
19538,6
21111,4
21819,11
6518,3
16689,3
2768,3
2769,3
2770,2
5690,2
2772,3
16164,13
5483,21
22481,13
2775,6
6302,8
15702,6
15703,15
2776,6
4791,4
11060,2
12207,6
15966,6
2777,5
11479,4
12840,3
16518,2
17708,1
14232,3
17227,17
19925,2
2780,6
3119,4
6172,5
15313,2
21469,11
2781,3
10382,12
2782,3
12280,4
19992,4
13117,6
2784,3
21558,8
20809,2
19516,4
2909,7
3559,6
5487,5
5975,4
8025,3
8778,4
8780,6
8782,5
11198,2
12452,4
12963,15
15149,4
15280,2
15781,10
16889,4
17212,3
17225,4
17866,6
18447,4
20362,3
3022,2
4505,4
7680,4
2790,3
6064,3
13047,3
17405,3
2791,8
3478,17
10194,8
15365,8
20225,8
19401,9
21529,15
4523,7
14594,10
17386,10
10010,4
12283,4
22550,3
2796,5
8247,4
10030,4
21884,4
2958,6
3226,8
4961,27
9046,6
13210,17
14941,8
15569,6
20434,9
2799,5
3761,5
11337,5
16816,5
18450,5
2801,1
2802,1
2803,2
12116,9
19919,10
4092,10
6109,10
10960,10
17587,10
2805,5
4551,5
9830,5
12297,5
21077,11
2806,8
4325,8
14190,8
15711,8
22124,10
19470,1
2809,5
6767,3
7284,8
15156,4
20731,28
2810,1
12317,1
16608,3
17348,2
21412,2
2812,13
4038,13
5486,3
5628,8
6215,3
14188,9
12645,2
18060,1
2816,2
2818,2
5353,3
15926,2
2819,1
2822,1
2823,7
6501,7
13338,7
2824,3
20721,4
2825,5
4755,2
17842,4
2827,1
6943,2
2828,3
6505,4
13705,3
2829,2
17213,6
3617,3
5526,2
7298,7
2832,2
2833,1
2836,2
17552,7
11778,6
13597,4
15742,15
18560,2
2840,2
19468,2
20533,3
3735,9
16621,5
2843,3
10630,3
15922,3
17946,3
3531,14
4990,9
7319,3
19004,14
22815,4
3204,10
3925,21
20027,10
2847,4
3642,3
4181,1
12973,2
14887,5
19372,2
2849,4
17306,9
2850,3
12257,3
15353,14
20759,3
3453,15
3985,10
6299,28
17171,9
20188,21
22486,67
22656,12
2852,8
12914,20
2853,7
8491,7
13920,7
15501,7
18496,13
20632,7
2854,2
5364,2
12611,2
21784,16
2856,4
7312,5
9724,3
22108,8
5066,2
6209,15
15855,9
2858,1
2859,4
3462,3
8239,13
14274,2
2860,1
2861,4
8371,4
22496,7
2862,10
2876,2
3076,13
3809,11
5575,4
11681,4
18026,4
22801,7
13777,3
2867,3
20542,3
11034,9
14574,15
15859,15
20036,8
21396,9
21547,9
14363,4
15585,2
3432,20
3466,9
7300,8
8306,8
8872,17
12850,8
14050,16
15064,6
2872,2
4426,4
2874,9
6620,3
12154,2
13586,5
20675,2
22944,18
2875,1
8693,1
2878,4
2881,4
19860,5
21357,8
2882,2
13353,2
3059,12
6202,6
9117,9
9436,2
15206,5
17808,5
19103,14
19341,3
21880,2
22382,5
22575,7
22918,23
2886,2
17646,5
2888,3
4640,6
8484,12
9778,3
5454,8
5695,8
6928,10
15060,8
17346,8
22850,8
2893,15
5362,15
12006,16
13467,15
17384,11
22362,17
22673,13
22905,32
2894,1
2895,12
5605,9
11532,12
11535,48
2898,9
3431,9
5339,7
6650,7
19129,7
12618,2
2901,1
15339,1
2902,2
17272,2
21007,4
2903,7
11609,3
12536,15
14817,7
19015,3
2908,4
3834,3
13228,3
19340,4
3385,20
12477,4
3591,13
5468,14
17819,5
2912,4
5637,10
2913,8
4280,6
5666,13
7389,9
11212,5
17142,5
17145,11
2915,10
3731,4
6403,2
8423,4
13078,3
19053,3
20642,2
20893,6
21245,1
22873,12
15097,4
19743,4
19751,6
21268,11
2918,3
3921,6
12201,6
12532,3
3387,5
5038,2
10993,2
20972,16
5870,11
9238,5
21143,3
2921,2
12735,2
18226,26
5994,7
20654,18
20896,6
21195,11
21446,9
11411,3
19481,2
19605,4
21317,4
12592,3
2926,3
3074,5
2927,1
2928,6
13979,2
18527,2
20327,5
21585,7
2930,7
5872,4
11435,4
18448,7
22049,3
3089,9
5535,4
5543,4
7206,3
15150,5
15248,4
2933,15
3584,6
3854,17
6765,7
11171,6
12631,10
15091,7
16027,6
21332,7
23064,7
2934,1
8781,1
2935,5
13752,5
16571,5
21354,5
21480,5
2936,4
4749,4
7314,16
11776,12
17693,4
2939,12
3166,17
7212,12
9211,16
10619,19
21454,12
6306,30
8356,6
14383,7
19581,7
2941,7
5311,7
13735,5
2943,2
2944,2
11427,2
17556,2
5965,5
16806,5
17433,6
18392,5
18598,6
19785,2
22072,2
2948,4
7945,4
10798,5
14011,4
15572,4
4207,1
8875,21
16951,4
19947,1
20101,9
2951,3
7553,2
11115,7
12709,2
4105,7
8065,7
17541,7
11518,4
5058,4
4764,10
8246,2
15322,2
16880,7
17177,3
20060,8
21255,8
22258,5
2963,5
14823,3
2966,7
3582,7
7202,7
14710,7
16041,15
21318,7
2967,7
12398,8
14622,12
14931,15
2968,10
11503,5
13576,2
15548,1
22131,5
7896,3
9690,3
22807,1
2970,4
9235,4
17769,6
20480,4
20402,5
4442,4
7227,3
2974,5
5544,3
2975,11
6491,6
11951,4
13209,3
16954,9
2976,10
9299,10
2978,4
8852,4
2979,1
3951,6
2980,6
12548,9
16475,6
20476,6
21974,6
21369,2
2982,2
3911,4
2984,3
12383,3
14166,5
2985,4
18367,11
2986,4
8363,6
2987,3
14657,3
19480,6
21572,2
2990,5
8722,5
15171,8
18329,5
19747,5
11463,2
12197,2
2993,5
4335,3
6456,2
11225,2
12544,2
2995,5
10427,12
3545,6
12333,16
13496,6
15249,3
2999,3
3866,6
4423,7
3000,5
17110,5
17258,13
22739,6
9358,5
12417,8
12990,12
22432,20
22555,7
3004,3
8806,2
3005,1
22668,3
3007,2
7003,3
21573,3
6333,6
12488,4
19479,4
3011,2
11113,2
16263,2
3014,2
10133,2
21851,4
3016,2
15888,7
3017,8
5103,7
12353,6
13341,5
17102,2
3018,2
15530,12
3824,2
3020,3
17710,9
3021,2
17696,6
3024,2
15828,3
3025,4
6802,3
12158,3
15411,2
17103,14
18510,3
3027,3
6771,3
13684,3
3028,2
12365,4
11170,10
12334,7
16427,10
3418,5
13277,3
16287,4
22772,9
3034,1
3035,2
5849,2
3993,3
5633,5
6632,8
7098,4
12176,3
14235,2
15497,3
15863,11
16297,10
20337,8
21556,8
3037,2
5638,8
5863,9
19478,6
3040,1
13427,2
3044,2
20799,4
21350,2
3045,9
9510,7
10669,7
11646,2
12462,2
15925,7
16107,3
21595,9
3047,3
23035,3
3048,10
4815,8
11517,14
3186,7
3862,4
4289,2
6170,5
13164,14
13703,4
15802,5
3052,2
21467,2
3053,2
14649,2
15593,2
3054,3
13276,3
15898,3
15980,3
3055,2
18565,5
3057,1
15529,1
15525,4
5442,10
7974,4
19070,5
3062,1
15318,10
15838,7
3065,3
5952,3
20898,3
3066,4
10365,7
13358,3
3067,2
3070,3
6006,8
3071,8
11819,3
12697,8
12704,6
17151,6
20396,6
20391,1
5602,5
8513,5
14151,3
15612,5
16562,5
21393,5
5282,14
5574,3
7771,3
9104,6
14836,2
16333,2
19318,18
21020,5
21899,1
3079,1
20922,1
3080,8
9916,12
10874,2
11070,3
14814,1
16990,1
21475,5
3081,5
3537,10
9590,8
15631,17
15942,12
3082,3
12563,5
8258,9
16854,3
3085,5
3087,5
11099,5
12600,5
14225,5
19289,5
18947,5
4223,13
4924,17
5961,13
7738,7
8277,14
9049,17
10062,22
10529,8
10961,9
12835,20
14275,12
16838,11
17364,10
18953,7
19079,7
21795,13
22294,16
7065,8
12956,4
20039,5
6487,4
16353,3
19305,5
3096,3
4971,3
14632,3
21231,7
4604,3
22389,2
3100,1
20375,1
3101,7
4798,6
4801,6
10492,6
12117,6
14590,6
20063,6
3102,3
13213,3
6534,3
19719,1
16040,11
21701,2
3107,3
15111,4
20853,3
3108,2
3109,3
8469,6
3110,1
18536,2
3111,3
14603,3
19813,12
3114,7
4962,7
6895,7
7857,7
11534,22
15734,7
3117,1
3118,16
3380,2
4295,10
6471,8
8984,8
10183,2
10684,6
13134,10
15349,13
15640,6
16910,8
19648,18
21628,8
9557,4
9422,9
4999,9
8329,8
12026,9
7654,23
8592,20
3126,2
6585,3
17659,16
4718,1
5601,11
5758,7
7172,3
10595,5
11268,12
12844,5
13286,5
18931,13
20865,10
23071,2
3132,8
4032,4
6847,7
9472,6
13230,6
15975,7
17362,2
21314,6
22862,8
3134,1
18353,2
3135,3
4775,3
3138,1
7318,2
11422,2
18524,2
6997,13
9003,8
10792,8
18164,9
3142,1
3143,3
3146,2
16463,2
21759,3
3150,10
9400,23
9872,44
3151,6
14015,6
15800,6
17480,6
20084,19
15279,2
3153,2
6376,7
19739,2
3155,8
6053,8
7586,14
9618,8
10437,8
12439,8
12638,8
14689,8
3157,6
4854,5
12136,4
14230,4
16810,3
20304,8
3158,11
3273,5
3284,9
12355,5
16491,9
16535,4
3159,1
9880,13
3161,4
12183,4
16935,3
3162,6
4256,6
8698,13
9853,6
19798,6
23111,14
4620,4
9116,4
22247,4
3259,3
3610,3
9960,12
14482,5
21177,5
3167,2
7790,6
21387,6
3168,1
12379,2
3169,2
3170,6
5561,5
8823,20
13348,16
3275,1
9496,4
13515,3
17694,3
4148,16
4873,2
13397,5
16699,11
19691,19
3176,2
8171,2
15913,2
3179,13
7130,4
7184,3
8558,2
10295,12
11961,8
12303,8
14833,5
22334,1
22585,3
3180,3
12133,8
14229,10
17316,4
3181,2
16188,3
3774,8
3183,3
22165,3
3184,3
5265,4
8300,8
11058,7
12668,15
14359,1
20029,5
20464,13
22014,3
4402,5
7351,5
17598,5
3187,2
4599,3
12999,13
13135,1
16650,4
3189,6
3373,10
3194,5
4118,2
15895,4
20709,5
5885,4
7010,2
9002,7
13617,6
17809,6
18691,10
3198,1
13337,3
3200,1
3201,6
3513,3
11620,3
3202,2
5071,2
3206,1
3278,19
3207,2
3342,2
3209,3
6400,3
12682,3
21783,3
3210,5
6309,4
6929,5
11031,2
18922,4
3211,3
19900,9
20413,2
3212,1
7278,9
3213,2
9282,3
18645,4
3216,5
4151,3
13619,4
17745,5
19338,3
3217,4
6817,4
14321,11
16194,10
16629,4
3394,2
4296,4
9227,7
9744,14
21876,4
3219,6
9298,22
9862,6
18357,6
22012,6
8183,5
14972,8
18024,5
3222,10
6335,10
7522,10
19895,10
22348,18
3538,8
9426,9
11622,22
18943,8
22290,31
22479,2
3224,7
3405,3
13776,16
21044,4
3225,2
3227,4
4594,5
14661,2
3348,1
5937,2
8573,3
16802,4
19026,5
3231,20
7006,28
7181,22
8361,13
10456,12
11922,12
16546,20
3232,6
8231,5
13089,1
18802,16
22491,7
3233,2
17691,4
3345,7
8373,10
8384,5
10805,2
18611,3
20925,2
22355,2
3235,6
9706,9
19208,5
22254,5
7407,4
7487,2
7548,4
14669,7
16654,11
18888,2
22521,13
3237,2
3706,2
21963,2
3238,10
7042,5
14570,5
3239,2
11320,7
21549,2
3240,9
6243,16
7425,9
9508,10
18318,9
3241,3
8167,3
3242,3
10175,7
3243,3
16112,6
22658,14
21877,4
3247,8
9413,8
20178,8
3249,3
22666,3
3250,2
3251,4
13071,3
13558,3
3253,10
3938,4
15209,4
6474,10
3255,3
16480,3
20868,3
3256,5
17857,5
19429,9
3257,1
8160,3
3258,2
13031,2
22785,2
3260,5
10620,5
12929,5
15442,5
10161,6
12463,1
20261,13
3263,6
5879,6
6642,6
16131,6
19471,6
19948,6
3265,2
20747,15
3266,3
3467,2
3267,3
19096,3
3268,6
6902,6
8228,6
11721,14
15033,3
7560,8
12476,8
14351,5
17544,5
6123,5
3274,2
4154,3
3276,1
3277,2
15217,2
8611,4
10912,4
11085,2
11716,12
12245,4
18408,5
19122,5
21810,3
22102,11
22257,2
22466,5
3279,1
3412,3
3280,1
3282,2
4255,3
3285,3
6483,7
6191,2
16697,2
3288,4
4418,11
3290,2
6190,2
3292,3
22089,7
15482,7
3294,4
4790,3
17292,2
3298,1
3299,6
16645,9
3300,3
9739,2
17934,7
3301,4
3303,20
3450,5
4823,2
12103,17
13678,8
18397,4
18911,9
19899,3
3304,4
7127,14
17724,4
18063,8
3305,18
9047,18
11096,12
16387,14
20561,12
21982,36
22340,13
22945,26
3307,3
6652,3
17672,3
22859,3
3308,6
6783,5
6852,9
12213,11
20250,5
3309,3
13388,15
17075,3
3313,2
10090,2
3314,5
5145,11
9446,2
21370,2
22492,3
3316,9
7205,9
8514,9
9772,9
9808,9
10252,9
16219,14
19307,9
20852,9
5972,6
11896,4
16252,3
18321,6
4057,9
3340,2
3437,11
3535,4
4916,5
6273,10
6447,3
7514,10
7525,15
8358,33
8605,5
9150,17
10806,5
11703,9
12119,13
14438,10
15288,10
15992,10
16094,15
16680,6
18170,10
18211,10
18339,10
18747,11
18942,4
19749,10
21995,12
22133,2
22633,27
3321,4
6258,6
7947,3
3322,1
3323,14
5878,5
6641,7
10692,8
12239,7
18782,7
22470,10
4056,17
4302,11
6731,5
12528,11
12786,3
21663,2
22684,6
22960,18
3480,4
5205,3
5221,5
9694,3
9909,5
10144,2
12142,8
12241,5
22297,4
5611,2
11599,1
5133,4
14899,5
15255,3
21353,4
22869,4
3328,2
22347,2
3329,12
4064,7
9060,18
14866,13
15810,5
19594,3
20228,7
22371,14
8838,5
10435,12
11631,1
20560,6
3331,2
4331,3
5309,8
16322,23
22484,3
3333,5
18501,2
20382,8
22361,9
22981,2
4079,6
4568,5
8005,4
12952,6
14112,13
14352,2
14355,1
17794,2
20676,4
6004,4
7994,12
8717,23
11226,4
11923,15
13090,12
14032,10
19330,3
20105,2
20184,15
22495,8
5277,10
6813,4
8311,9
8757,2
10099,5
10237,4
12390,1
12465,5
20305,4
20655,27
22363,1
22542,3
3977,8
6274,8
7759,10
11916,8
14048,8
21827,6
3339,1
11713,1
3341,6
7929,4
11515,6
18674,2
3343,18
6418,16
9082,7
11134,9
16257,4
17389,7
19138,12
19232,9
19449,7
21339,9
3344,1
16846,2
22467,2
3346,5
17242,5
18739,5
22926,6
3349,9
6065,3
13385,4
13452,4
18464,15
18799,5
20170,5
20971,5
3350,6
6343,6
7992,13
11290,15
18469,6
4449,4
4992,8
6217,11
8391,11
9023,12
9570,16
11291,9
12614,11
13188,8
13610,8
17823,11
21348,9
21924,11
22624,8
3352,1
3792,2
10302,2
15983,2
17017,3
10019,19
11924,22
18663,10
18783,15
3355,1
11585,1
3356,3
3661,3
4835,3
20938,3
3357,1
16035,4
3360,1
3362,1
18665,3
3363,3
13861,3
16705,7
3364,2
4366,11
11499,15
3365,1
19649,5
18593,2
22260,2
3368,6
21349,2
22403,1
3369,3
8354,3
10459,3
21241,3
3370,4
4728,4
14301,6
15409,4
21803,7
3371,2
7517,3
15986,12
3374,3
14566,9
3375,3
7285,3
3377,7
5214,8
7084,6
13925,6
17068,4
4369,5
7231,8
8641,5
19279,5
22210,3
3379,2
3381,2
16623,3
19090,5
5515,3
13309,3
15554,3
22145,3
3384,1
11049,6
16090,5
22529,2
3391,6
6022,6
13401,6
20146,10
20156,6
3392,3
19985,5
20640,3
3393,4
10617,5
14157,8
16575,5
3395,4
6207,3
11216,3
20755,1
22516,3
3396,2
8520,2
12097,2
3397,6
6055,3
9354,1
9989,2
20774,3
21076,2
22421,3
3398,3
8522,3
9859,14
20342,1
9844,6
18846,6
19543,5
5096,9
6120,8
13933,7
14115,8
3401,4
13229,4
3402,2
12111,2
15384,2
3404,2
3407,1
15190,11
3558,3
14357,6
15456,5
3409,3
3410,5
18748,3
20983,3
11746,2
22595,2
3413,2
21777,5
22123,5
10236,7
13322,4
21793,9
3419,5
3420,2
3637,2
21779,2
3421,3
7833,7
12926,3
3423,3
4852,6
3424,10
3425,2
17465,4
3426,1
22881,1
3427,3
10461,5
3428,8
10808,2
17580,6
18126,10
21740,6
3429,1
14635,5
3430,1
4621,2
5890,2
4593,5
3434,6
3441,9
19518,2
21920,7
14068,10
17529,8
3439,1
13328,1
3440,3
15062,3
3622,14
4772,14
5174,5
5504,5
8355,5
9063,10
9435,12
9461,14
10024,11
11586,7
13910,13
14849,12
15298,15
19142,11
19867,2
19912,16
4376,6
6551,6
13035,26
15296,1
16941,4
17347,4
22622,11
16920,9
3449,5
8193,8
8227,12
9018,13
10120,7
11307,7
15930,3
17532,9
18195,7
18823,2
18978,12
19923,5
